system number	system name	organism	gene family	partition	annotation name	gene	start	stop	strand	is_fragment
62	RM_Type_I	GCF_013378115.1_ASM1337811v1	FSC02_RS12435	cloud	Type_I_REases_FAM_0.einsi_trimmed		2622149	2625409	-	False
62	RM_Type_I	GCF_013378115.1_ASM1337811v1	FSC02_RS12435	cloud	Type_I_REases_FAM_2.einsi_trimmed		2622149	2625409	-	False
62	RM_Type_I	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_0		2627394	2628941	-	False
62	RM_Type_I	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_I_MTases_FAM_1		2627394	2628941	-	False
62	RM_Type_I	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	EcoprrI		2627394	2628941	-	False
63	RM_Type_I	GCF_009734145.1_ASM973414v1	G0027_RS11160	cloud	Type_I_REases_FAM_1.einsi_trimmed		2633426	2636530	-	False
63	RM_Type_I	GCF_009734145.1_ASM973414v1	G0027_RS11160	cloud	Type_I_REases_FAM_0.einsi_trimmed		2633426	2636530	-	False
63	RM_Type_I	GCF_009734145.1_ASM973414v1	G0027_RS11160	cloud	Type_I_REases_FAM_2.einsi_trimmed		2633426	2636530	-	False
63	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS05525	shell	Type_I_MTases_FAM_0		2641091	2642821	-	False
63	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS05525	shell	Type_I_MTases_FAM_1		2641091	2642821	-	False
63	RM_Type_I	GCF_009734145.1_ASM973414v1	J0W32_RS05525	shell	EcoprrI		2641091	2642821	-	False
63	RM_Type_I	GCF_010917815.1_ASM1091781v1	G0027_RS11160	cloud	Type_I_REases_FAM_1.einsi_trimmed		2650565	2653669	-	False
63	RM_Type_I	GCF_010917815.1_ASM1091781v1	G0027_RS11160	cloud	Type_I_REases_FAM_0.einsi_trimmed		2650565	2653669	-	False
63	RM_Type_I	GCF_010917815.1_ASM1091781v1	G0027_RS11160	cloud	Type_I_REases_FAM_2.einsi_trimmed		2650565	2653669	-	False
63	RM_Type_I	GCF_010917815.1_ASM1091781v1	J0W32_RS05525	shell	Type_I_MTases_FAM_0		2659833	2661563	-	False
63	RM_Type_I	GCF_010917815.1_ASM1091781v1	J0W32_RS05525	shell	Type_I_MTases_FAM_1		2659833	2661563	-	False
63	RM_Type_I	GCF_010917815.1_ASM1091781v1	J0W32_RS05525	shell	EcoprrI		2659833	2661563	-	False
63	RM_Type_I	GCF_013378115.1_ASM1337811v1	G0027_RS11160	cloud	Type_I_REases_FAM_1.einsi_trimmed		2676626	2679730	-	False
63	RM_Type_I	GCF_013378115.1_ASM1337811v1	G0027_RS11160	cloud	Type_I_REases_FAM_0.einsi_trimmed		2676626	2679730	-	False
63	RM_Type_I	GCF_013378115.1_ASM1337811v1	G0027_RS11160	cloud	Type_I_REases_FAM_2.einsi_trimmed		2676626	2679730	-	False
63	RM_Type_I	GCF_013378115.1_ASM1337811v1	J0W32_RS05525	shell	Type_I_MTases_FAM_0		2684902	2686632	-	False
63	RM_Type_I	GCF_013378115.1_ASM1337811v1	J0W32_RS05525	shell	Type_I_MTases_FAM_1		2684902	2686632	-	False
63	RM_Type_I	GCF_013378115.1_ASM1337811v1	J0W32_RS05525	shell	EcoprrI		2684902	2686632	-	False
63	RM_Type_I	GCF_015217905.1_ASM1521790v1	J0W32_RS05525	shell	Type_I_MTases_FAM_0		2301901	2303631	+	False
63	RM_Type_I	GCF_015217905.1_ASM1521790v1	J0W32_RS05525	shell	Type_I_MTases_FAM_1		2301901	2303631	+	False
63	RM_Type_I	GCF_015217905.1_ASM1521790v1	J0W32_RS05525	shell	EcoprrI		2301901	2303631	+	False
63	RM_Type_I	GCF_015217905.1_ASM1521790v1	G0027_RS11160	cloud	Type_I_REases_FAM_1.einsi_trimmed		2307627	2310731	+	False
63	RM_Type_I	GCF_015217905.1_ASM1521790v1	G0027_RS11160	cloud	Type_I_REases_FAM_0.einsi_trimmed		2307627	2310731	+	False
63	RM_Type_I	GCF_015217905.1_ASM1521790v1	G0027_RS11160	cloud	Type_I_REases_FAM_2.einsi_trimmed		2307627	2310731	+	False
63	RM_Type_I	GCF_017309425.1_ASM1730942v1	G0027_RS11160	cloud	Type_I_REases_FAM_1.einsi_trimmed		1162455	1165559	-	False
63	RM_Type_I	GCF_017309425.1_ASM1730942v1	G0027_RS11160	cloud	Type_I_REases_FAM_0.einsi_trimmed		1162455	1165559	-	False
63	RM_Type_I	GCF_017309425.1_ASM1730942v1	G0027_RS11160	cloud	Type_I_REases_FAM_2.einsi_trimmed		1162455	1165559	-	False
63	RM_Type_I	GCF_017309425.1_ASM1730942v1	J0W32_RS05525	shell	Type_I_MTases_FAM_0		1169030	1170760	-	False
63	RM_Type_I	GCF_017309425.1_ASM1730942v1	J0W32_RS05525	shell	Type_I_MTases_FAM_1		1169030	1170760	-	False
63	RM_Type_I	GCF_017309425.1_ASM1730942v1	J0W32_RS05525	shell	EcoprrI		1169030	1170760	-	False
64	RM_Type_I	GCF_009914435.1_ASM991443v1	FK537_RS01895	cloud	Type_I_REases_FAM_1.einsi_trimmed		1755684	1758746	-	False
64	RM_Type_I	GCF_009914435.1_ASM991443v1	FK537_RS01895	cloud	Type_I_REases_FAM_0.einsi_trimmed		1755684	1758746	-	False
64	RM_Type_I	GCF_009914435.1_ASM991443v1	FK537_RS01920	cloud	Type_I_MTases_FAM_3		1765540	1767906	-	False
64	RM_Type_I	GCF_009914435.1_ASM991443v1	FK537_RS01920	cloud	Type_I_MTases_FAM_0		1765540	1767906	-	False
64	RM_Type_I	GCF_009914435.1_ASM991443v1	FK537_RS01920	cloud	EcoprrI		1765540	1767906	-	False
64	RM_Type_I	GCF_012278715.1_ASM1227871v1	FK537_RS01895	cloud	Type_I_REases_FAM_1.einsi_trimmed		322818	325880	-	False
64	RM_Type_I	GCF_012278715.1_ASM1227871v1	FK537_RS01895	cloud	Type_I_REases_FAM_0.einsi_trimmed		322818	325880	-	False
64	RM_Type_I	GCF_012278715.1_ASM1227871v1	FK537_RS01920	cloud	Type_I_MTases_FAM_3		332665	335031	-	False
64	RM_Type_I	GCF_012278715.1_ASM1227871v1	FK537_RS01920	cloud	Type_I_MTases_FAM_0		332665	335031	-	False
64	RM_Type_I	GCF_012278715.1_ASM1227871v1	FK537_RS01920	cloud	EcoprrI		332665	335031	-	False
65	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS03670	cloud	Type_I_REases_FAM_1.einsi_trimmed		770765	773845	-	False
65	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS03670	cloud	Type_I_REases_FAM_0.einsi_trimmed		770765	773845	-	False
65	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS03670	cloud	Type_I_REases_FAM_2.einsi_trimmed		770765	773845	-	False
65	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS03680	cloud	Type_I_MTases_FAM_0		775193	777916	-	False
65	RM_Type_I	GCF_009734145.1_ASM973414v1	GK020_RS03680	cloud	EcoprrI		775193	777916	-	False
66	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS10225	cloud	Type_I_REases_FAM_1.einsi_trimmed		2166628	2169783	-	False
66	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS10225	cloud	Type_I_REases_FAM_0.einsi_trimmed		2166628	2169783	-	False
66	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS10235	cloud	Type_I_MTases_FAM_3		2171028	2172611	-	False
66	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS10235	cloud	Type_I_MTases_FAM_0		2171028	2172611	-	False
66	RM_Type_I	GCF_009914435.1_ASM991443v1	GA721_RS10235	cloud	Type_I_MTases_FAM_1		2171028	2172611	-	False
67	RM_Type_I	GCF_013378115.1_ASM1337811v1	E5093_RS11620	cloud	Type_I_REases_FAM_1.einsi_trimmed		2442500	2445643	-	False
67	RM_Type_I	GCF_013378115.1_ASM1337811v1	E5093_RS11620	cloud	Type_I_REases_FAM_0.einsi_trimmed		2442500	2445643	-	False
67	RM_Type_I	GCF_013378115.1_ASM1337811v1	E5093_RS11620	cloud	Type_I_REases_FAM_2.einsi_trimmed		2442500	2445643	-	False
67	RM_Type_I	GCF_013378115.1_ASM1337811v1	E5093_RS11630	cloud	Type_I_MTases_FAM_0		2446883	2449645	-	False
67	RM_Type_I	GCF_013378115.1_ASM1337811v1	E5093_RS11630	cloud	Type_I_MTases_FAM_1		2446883	2449645	-	False
67	RM_Type_I	GCF_013378115.1_ASM1337811v1	E5093_RS11630	cloud	EcoprrI		2446883	2449645	-	False
68	RM_Type_I	GCF_009914415.1_ASM991441v1	GA693_RS08705	cloud	EcoprrI		767095	768342	+	False
68	RM_Type_I	GCF_009914415.1_ASM991441v1	GA693_RS08695	cloud	Type_I_MTases_FAM_0		768782	771142	+	False
68	RM_Type_I	GCF_009914415.1_ASM991441v1	GA693_RS08695	cloud	EcoprrI		768782	771142	+	False
68	RM_Type_I	GCF_009914415.1_ASM991441v1	GA693_RS08695	cloud	Type_I_MTases_FAM_3		768782	771142	+	False
68	RM_Type_I	GCF_009914415.1_ASM991441v1	GA693_RS08680	cloud	Type_I_REases_FAM_1.einsi_trimmed		773819	776851	+	False
68	RM_Type_I	GCF_009914415.1_ASM991441v1	GA693_RS08680	cloud	Type_I_REases_FAM_0.einsi_trimmed		773819	776851	+	False
68	RM_Type_I	GCF_009914475.1_ASM991447v1	GA693_RS08680	cloud	Type_I_REases_FAM_1.einsi_trimmed	GA693_RS08680	1736646	1739678	-	False
68	RM_Type_I	GCF_009914475.1_ASM991447v1	GA693_RS08680	cloud	Type_I_REases_FAM_0.einsi_trimmed	GA693_RS08680	1736646	1739678	-	False
68	RM_Type_I	GCF_009914475.1_ASM991447v1	GA693_RS08695	cloud	Type_I_MTases_FAM_0	GA693_RS08695	1742355	1744715	-	False
68	RM_Type_I	GCF_009914475.1_ASM991447v1	GA693_RS08695	cloud	EcoprrI	GA693_RS08695	1742355	1744715	-	False
68	RM_Type_I	GCF_009914475.1_ASM991447v1	GA693_RS08695	cloud	Type_I_MTases_FAM_3	GA693_RS08695	1742355	1744715	-	False
68	RM_Type_I	GCF_009914475.1_ASM991447v1	GA693_RS08705	cloud	EcoprrI	GA693_RS08705	1745155	1746402	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	EcoprrI		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	Type_I_S_03		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	Type_I_S_51		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	Type_I_S_02		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	Type_I_S_06		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	Type_I_S_01		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	Type_I_S_52		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08555	cloud	Type_I_S_04		1784313	1785671	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08560	cloud	Type_I_MTases_FAM_0		1785668	1787239	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08560	cloud	Type_I_MTases_FAM_2		1785668	1787239	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08560	cloud	Type_I_MTases_FAM_1		1785668	1787239	-	False
69	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS08565	cloud	Type_I_REases_FAM_2.einsi_trimmed	hsdR	1787302	1790793	-	False
7	Abi2	GCF_009296145.1_ASM929614v1	J0W32_RS00755	persistent	Abi_2		1518194	1519048	-	False
7	Abi2	GCF_009914375.1_ASM991437v1	J0W32_RS00755	persistent	Abi_2		2192184	2192369	+	True
7	Abi2	GCF_009914375.1_ASM991437v1	J0W32_RS00755	persistent	Abi_2		2192356	2193063	+	False
7	Abi2	GCF_009914395.1_ASM991439v1	J0W32_RS00755	persistent	Abi_2		1559702	1560556	+	False
7	Abi2	GCF_009914415.1_ASM991441v1	J0W32_RS00755	persistent	Abi_2		1586328	1587035	+	False
7	Abi2	GCF_009914435.1_ASM991443v1	J0W32_RS00755	persistent	Abi_2		1495131	1495583	+	True
7	Abi2	GCF_009914475.1_ASM991447v1	J0W32_RS00755	persistent	Abi_2	GA693_RS04930	926524	927231	-	False
7	Abi2	GCF_010917815.1_ASM1091781v1	J0W32_RS00755	persistent	Abi_2		1517147	1517731	-	False
7	Abi2	GCF_010917815.1_ASM1091781v1	J0W32_RS00755	persistent	Abi_2		1517767	1518069	-	True
7	Abi2	GCF_010918195.1_ASM1091819v1	J0W32_RS00755	persistent	Abi_2		1491208	1491582	+	True
7	Abi2	GCF_010918195.1_ASM1091819v1	J0W32_RS00755	persistent	Abi_2		1491657	1492253	+	False
7	Abi2	GCF_010918375.1_ASM1091837v1	J0W32_RS00755	persistent	Abi_2		1545167	1545697	+	True
7	Abi2	GCF_010918375.1_ASM1091837v1	J0W32_RS00755	persistent	Abi_2		1545681	1546061	+	True
7	Abi2	GCF_012278715.1_ASM1227871v1	J0W32_RS00755	persistent	Abi_2		3101538	3102461	+	False
7	Abi2	GCF_012278735.1_ASM1227873v1	J0W32_RS00755	persistent	Abi_2		1432667	1433374	-	False
7	Abi2	GCF_015217905.1_ASM1521790v1	J0W32_RS00755	persistent	Abi_2		140506	141078	+	True
7	Abi2	GCF_015217905.1_ASM1521790v1	J0W32_RS00755	persistent	Abi_2		141860	142348	+	False
7	Abi2	GCF_015218885.1_ASM1521888v1	J0W32_RS00755	persistent	Abi_2		1542179	1543033	+	False
7	Abi2	GCF_017132735.1_ASM1713273v1	J0W32_RS00755	persistent	Abi_2		1650081	1651004	-	False
7	Abi2	GCF_017309425.1_ASM1730942v1	J0W32_RS00755	persistent	Abi_2		152324	153178	-	False
7	Abi2	GCF_017309445.1_ASM1730944v1	J0W32_RS00755	persistent	Abi_2		162488	162940	-	True
70	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS14180	cloud	Type_I_MTases_FAM_3		2931341	2933344	+	False
70	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS14180	cloud	Type_I_MTases_FAM_0		2931341	2933344	+	False
70	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS14180	cloud	EcoprrI		2931341	2933344	+	False
70	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS14190	cloud	Type_I_REases_FAM_1.einsi_trimmed		2934758	2938042	+	False
70	RM_Type_I	GCF_002953575.2_ASM295357v2	CTZ23_RS14190	cloud	Type_I_REases_FAM_0.einsi_trimmed		2934758	2938042	+	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_14		2242251	2243798	-	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_6		2242251	2243798	-	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_28		2242251	2243798	-	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_13		2242251	2243798	-	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_33		2242251	2243798	-	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_30		2242251	2243798	-	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_29		2242251	2243798	-	False
71	RM_Type_II	GCA_010918035.1_ASM1091803v1	FSC02_RS12515	cloud	Type_II_REase19		2253188	2253625	+	True
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_14		2536143	2537690	-	False
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_6		2536143	2537690	-	False
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_28		2536143	2537690	-	False
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_13		2536143	2537690	-	False
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_33		2536143	2537690	-	False
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_30		2536143	2537690	-	False
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_29		2536143	2537690	-	False
71	RM_Type_II	GCF_009296145.1_ASM929614v1	FSC02_RS12515	cloud	Type_II_REase19		2544710	2545546	+	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_14		2596203	2597750	-	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_6		2596203	2597750	-	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_28		2596203	2597750	-	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_13		2596203	2597750	-	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_33		2596203	2597750	-	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_30		2596203	2597750	-	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_29		2596203	2597750	-	False
71	RM_Type_II	GCF_010917815.1_ASM1091781v1	FSC02_RS12515	cloud	Type_II_REase19		2609289	2610125	+	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_14		2627394	2628941	-	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_6		2627394	2628941	-	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_28		2627394	2628941	-	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_13		2627394	2628941	-	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_33		2627394	2628941	-	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_30		2627394	2628941	-	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FHP22_RS12235	cloud	Type_II_MTases_FAM_29		2627394	2628941	-	False
71	RM_Type_II	GCF_013378115.1_ASM1337811v1	FSC02_RS12515	cloud	Type_II_REase19		2637149	2637985	+	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00020	cloud	Type_II_REase22		2063	3007	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_14		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_6		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_32		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_28		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_13		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_33		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_30		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_10		3004	4434	-	False
72	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS00025	cloud	Type_II_MTases_FAM_29		3004	4434	-	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_14		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_6		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_32		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_28		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_13		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_33		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_30		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_10		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00025	cloud	Type_II_MTases_FAM_29		9142	10572	+	False
72	RM_Type_II	GCF_009914435.1_ASM991443v1	GA646_RS00020	cloud	Type_II_REase22		10569	11513	+	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09240	cloud	Type_II_MTases_FAM_2		1783639	1785078	-	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09240	cloud	Type_II_MTases_FAM_15		1783639	1785078	-	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09240	cloud	Type_II_MTases_FAM_21		1783639	1785078	-	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09240	cloud	Type_II_MTases_FAM_22		1783639	1785078	-	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09240	cloud	Type_II_MTases_FAM_0		1783639	1785078	-	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09240	cloud	Type_II_MTases_FAM_41		1783639	1785078	-	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09240	cloud	Type_II_MTases_FAM_16		1783639	1785078	-	False
73	RM_Type_II	GCF_009914395.1_ASM991439v1	GA646_RS09260	cloud	Type_II_REase06		1788431	1789987	-	False
74	RM_Type_II	GCF_015218885.1_ASM1521888v1	G0030_RS14470	cloud	Type_II_MTases_FAM_11		13061	14980	+	False
74	RM_Type_II	GCF_015218885.1_ASM1521888v1	G0030_RS14470	cloud	Type_II_MTases_FAM_1		13061	14980	+	False
74	RM_Type_II	GCF_015218885.1_ASM1521888v1	G0030_RS14470	cloud	Type_II_MTases_FAM_23		13061	14980	+	False
74	RM_Type_II	GCF_015218885.1_ASM1521888v1	G0030_RS14470	cloud	Type_II_MTases_FAM_4		13061	14980	+	False
74	RM_Type_II	GCF_015218885.1_ASM1521888v1	G0030_RS14470	cloud	Type_II_MTases_FAM_5		13061	14980	+	False
74	RM_Type_II	GCF_015218885.1_ASM1521888v1	G0030_RS14475	cloud	Type_II_REase33		15029	16705	+	False
75	RM_Type_IIG	GCF_009914435.1_ASM991443v1	GA721_RS03205	cloud	Type_IIG_FAM_2.einsi_trimmed		672182	677167	-	False
76	RM_Type_IIG	GCF_015217905.1_ASM1521790v1	G0027_RS03485	cloud	Type_IIG_FAM_1.einsi_trimmed		732134	734215	-	False
77	RM_Type_III	GCF_002953575.2_ASM295357v2	CTZ23_RS11755	cloud	Type_III_REases_FAM_0		2414690	2417731	-	False
77	RM_Type_III	GCF_002953575.2_ASM295357v2	CTZ23_RS11755	cloud	Type_III_REases_FAM_1		2414690	2417731	-	False
77	RM_Type_III	GCF_002953575.2_ASM295357v2	CTZ23_RS11765	cloud	Type_III_MTases_FAM_1		2419428	2421305	-	False
77	RM_Type_III	GCF_002953575.2_ASM295357v2	CTZ23_RS11765	cloud	Type_III_MTases_FAM_0		2419428	2421305	-	False
77	RM_Type_III	GCF_002953575.2_ASM295357v2	CTZ23_RS11770	cloud	Type_III_MTases_FAM_1		2421317	2423179	-	False
77	RM_Type_III	GCF_002953575.2_ASM295357v2	CTZ23_RS11770	cloud	Type_III_MTases_FAM_0		2421317	2423179	-	False
78	RM_Type_III	GCF_010917815.1_ASM1091781v1	FSC02_RS05965	cloud	Type_III_MTases_FAM_0		1236051	1237916	+	False
78	RM_Type_III	GCF_010917815.1_ASM1091781v1	FSC02_RS05965	cloud	Type_III_MTases_FAM_1		1236051	1237916	+	False
78	RM_Type_III	GCF_010917815.1_ASM1091781v1	FSC02_RS05970	cloud	Type_III_REases_FAM_0		1237929	1241099	+	False
78	RM_Type_III	GCF_010917815.1_ASM1091781v1	FSC02_RS05970	cloud	Type_III_REases_FAM_1		1237929	1241099	+	False
79	RM_Type_III	GCF_012278715.1_ASM1227871v1	FK537_RS00285	cloud	Type_III_REases_FAM_0		34734	37361	-	False
79	RM_Type_III	GCF_012278715.1_ASM1227871v1	FK537_RS00285	cloud	Type_III_REases_FAM_1		34734	37361	-	False
79	RM_Type_III	GCF_012278715.1_ASM1227871v1	FK537_RS00290	cloud	Type_III_MTases_FAM_0		37364	39097	-	False
79	RM_Type_III	GCF_012278715.1_ASM1227871v1	FK537_RS00290	cloud	Type_III_MTases_FAM_1		37364	39097	-	False
8	AbiD	GCF_015217905.1_ASM1521790v1	G0027_RS16110	cloud	AbiD		2909	3931	-	False
80	RM_Type_III	GCF_009914375.1_ASM991437v1	G0027_RS03415	cloud	Type_III_REases_FAM_0		2742509	2745208	-	False
80	RM_Type_III	GCF_009914375.1_ASM991437v1	G0027_RS03415	cloud	Type_III_REases_FAM_1		2742509	2745208	-	False
80	RM_Type_III	GCF_009914375.1_ASM991437v1	GA636_RS15385	cloud	Type_III_MTases_FAM_1		2745218	2746921	-	False
80	RM_Type_III	GCF_009914375.1_ASM991437v1	GA636_RS15385	cloud	Type_III_MTases_FAM_0		2745218	2746921	-	False
80	RM_Type_III	GCF_017309445.1_ASM1730944v1	J0W33_RS12300	cloud	Type_III_MTases_FAM_1		2572378	2573931	+	False
80	RM_Type_III	GCF_017309445.1_ASM1730944v1	J0W33_RS12300	cloud	Type_III_MTases_FAM_0		2572378	2573931	+	False
80	RM_Type_III	GCF_017309445.1_ASM1730944v1	G0027_RS03415	cloud	Type_III_REases_FAM_0		2573941	2576631	+	False
80	RM_Type_III	GCF_017309445.1_ASM1730944v1	G0027_RS03415	cloud	Type_III_REases_FAM_1		2573941	2576631	+	False
81	RM_Type_IV	GCF_012278715.1_ASM1227871v1	FK537_RS01820	cloud	Type_IV_21		301749	304232	-	False
81	RM_Type_IV	GCF_012278715.1_ASM1227871v1	FK537_RS01820	cloud	Type_IV_22		301749	304232	-	False
82	RM_Type_IV	GCF_010917815.1_ASM1091781v1	JYB86_RS00820	cloud	FAM_0		151180	152112	+	False
82	RM_Type_IV	GCF_012278715.1_ASM1227871v1	JYB86_RS00820	cloud	FAM_0		1458013	1458945	-	False
