PUL_ID,PubMed,Characterization_Method,Genomic_Accession,Nucleotide_Position_Range,Substrate,Loci,Species,Degradation_or_Biosynthesis
PUL0776,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",CAWLDL010000001.1,-,fucoidan,None,Rhodopirellula sp. SWK7/595460,degradation
PUL0777,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,ACI5KW_RS03060-ACI5KW_RS03180,Neorhodopirellula lusitana/445327,degradation
PUL0778,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0779,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0780,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0781,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0782,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0783,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0784,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0785,39738071,"RNA-seq,differential gene expression,HPAEC-PAD,SDS-PAGE,para-hydroxybenzoic acid (PAHBAH) assay,reducing-sugar assay,Carbohydrate Polyacrylamide Gel Electrophoresis (C-PAGE),enzyme activity assay",NZ_CAWLDM010000001.1,-,fucoidan,None,Neorhodopirellula lusitana/445327,degradation
PUL0786,39892338,"RNA-seq,reducing-sugar assay,growth assay,high performance gel permeation chromatography,gas chromatography,RNA-seq,differential gene expression",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS02815-Bovatus_RS02940,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0787,39892338,"RNA-seq,reducing-sugar assay,growth assay",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS21500-Bovatus_RS21650,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0788,39892338,"RNA-seq,reducing-sugar assay,growth assay",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS25580-Bovatus_RS21805,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0789,39892338,"RNA-seq,reducing-sugar assay,growth assay",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS24435-Bovatus_RS24475,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0790,39892338,"RNA-seq,reducing-sugar assay,growth assay",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS03110-Bovatus_RS03120,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0791,39892338,"RNA-seq,reducing-sugar assay,growth assay",NZ_CP012938.1,-,pectic polysaccharide,Bovatus_RS03300-Bovatus_RS03325,Bacteroides ovatus strain ATCC 8483/28116,degradation
PUL0792,37938239,"enzyme activity assay,recombinant protein expression,RNA-seq",NZ_CP079235.1,-,xylan,KYE73_RS02290-KYE73_RS02365,Bifidobacterium pseudocatenulatum strain YIT11952/28026,degradation
PUL0793,39443715,"enzyme activity assay,quantification of reaction product reducing ends,RNA-seq,differential gene expression,NMR,MALDI-TOF/MS,gas chromatography,mass spectrometry,bicinchoninic acid (BCA) assay,recombinant protein expression",NZ_ABJL02000006.1,-,arabinan,BACINT_RS02330-BACINT_RS02395,Bacteroides intestinalis DSM 17393/329854,degradation
PUL0794,39443715,"enzyme activity assay,quantification of reaction product reducing ends,RNA-seq,differential gene expression,NMR,MALDI-TOF/MS,gas chromatography,mass spectrometry,bicinchoninic acid (BCA) assay,recombinant protein expression",NZ_ABJL02000008.1,-,arabinan,BACINT_RS12980-BACINT_RS13090,Bacteroides intestinalis DSM 17393/329854,degradation
PUL0795,39913342,"RNA-seq,recombinant protein expression,growth assay",NC_009441.1,-,xyloglucan,FJOH_RS04035-FJOH_RS04090,Flavobacterium johnsoniae UW101/986,degradation
PUL0796,29774012,"recombinant protein expression,RT-PCR,enzyme activity assay",NZ_LSNE01000005.1,-,carrageenan,AX660_RS08785-AX660_RS08950,Paraglaciecola hydrolytica S66/1799789,degradation
