,PUL_ID,Organism,Substrate,CAZymes,CAZyme_Count,Gene_Count,Size,Verification,CAZyme_GH1,CAZyme_CE2,CAZyme_GH130,CAZyme_GH36,CAZyme_GH113,CAZyme_GH16,CAZyme_GH30,CAZyme_GH43,CAZyme_GH94,CAZyme_GH3,CAZyme_GH53,CAZyme_GH42,CAZyme_GH32,CAZyme_PL8,CAZyme_GH88,CAZyme_GH10,CAZyme_GH39,CAZyme_GH67,CAZyme_GH52,CAZyme_CE4,CAZyme_GH51,CAZyme_GH48,CAZyme_GH8,CAZyme_CBM3,CAZyme_CBM4,CAZyme_GH20,CAZyme_GH9,CAZyme_GH127,CAZyme_PL1,CAZyme_GH105,CAZyme_CBM70,CAZyme_PL12,CAZyme_GH4,CAZyme_GT2,CAZyme_GT4,CAZyme_GT0,CAZyme_GH0,CAZyme_PL5,CAZyme_GH140,CAZyme_CBM13,CAZyme_GH146,CAZyme_GH27,CAZyme_CE7,CAZyme_GH13,CAZyme_PL2,CAZyme_GH5,CAZyme_PL11,CAZyme_GH31,CAZyme_GH97,CAZyme_CBM6,CAZyme_CBM35,CAZyme_GH115,CAZyme_CE6,CAZyme_GH95,CAZyme_GH26,CAZyme_PL6,CAZyme_PL17,CAZyme_GT5,CAZyme_GT35,CAZyme_GH2,CAZyme_GT52,CAZyme_GT25,CAZyme_CBM22,CAZyme_PL9,CAZyme_PL22,CAZyme_CE1,CAZyme_GH62,CAZyme_GH59,CAZyme_PL10,CAZyme_CE8,CAZyme_CE12,CAZyme_CE9,CAZyme_GH92,CAZyme_GH33,CAZyme_GH29,CAZyme_CBM27,CAZyme_CBM67,CAZyme_CBM32,CAZyme_GH163,CAZyme_GH158,CAZyme_CBM14,CAZyme_GH63,CAZyme_PL7,CAZyme_GH28,CAZyme_GT32,CAZyme_GH35,CAZyme_CBM2,CAZyme_PL29,CAZyme_GH150,CAZyme_GH129,CAZyme_GH110,CAZyme_PL15,CAZyme_GH125,CAZyme_GH76,CAZyme_GH99,CAZyme_GH38,CAZyme_GH121,CAZyme_GH18,CAZyme_CBM20,CAZyme_GH15,CAZyme_GH78,CAZyme_GH106,CAZyme_PL26,CAZyme_GH117,CAZyme_GH77,CAZyme_CBM16,CAZyme_GH66,CAZyme_CBM5,CAZyme_GH17,CAZyme_GH149,CAZyme_GH50,CAZyme_GH154,CAZyme_GH86,CAZyme_GT94,CAZyme_GT70,CAZyme_GT26,CAZyme_GH65,CAZyme_CBM34,CAZyme_CBM72,CAZyme_GH98,CAZyme_GT101,CAZyme_GT14,CAZyme_GT8,CAZyme_CE0,CAZyme_GH120,CAZyme_GH147,CAZyme_GH68,CAZyme_PL3,CAZyme_GH44,CAZyme_GT39,CAZyme_CBM66,CAZyme_CBM61,CAZyme_GH73,CAZyme_CE15,CAZyme_GH91,CAZyme_CBM48,CAZyme_GH93,CAZyme_CBM12,CAZyme_GH109,CAZyme_GH89,CAZyme_GT38,CAZyme_GH144,CAZyme_CBM30,CAZyme_GH19,CAZyme_GH96,CAZyme_GH82,CAZyme_CBM26,CAZyme_GH142,CAZyme_GH143,CAZyme_GH139,CAZyme_GH137,CAZyme_GT11,CAZyme_GT46,CAZyme_GT10,CAZyme_GH138,CAZyme_GH141,CAZyme_GH133,CAZyme_GH157,CAZyme_PL0,CAZyme_PL27,CAZyme_GH145,CAZyme_GH84,CAZyme_GH112,CAZyme_GH136,CAZyme_PL38,CAZyme_GH128,CAZyme_GH57,CAZyme_CBM51,CAZyme_GH11,CAZyme_CBM0,CAZyme_CBM38,CAZyme_GH167,CAZyme_CE17,CAZyme_GH3A,CAZyme_GH3B,CAZyme_GH49
41,PUL0042,Caulobacter vibrioides,alpha-glucan,['GH13'],1,4,7806,RT-PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PUL0043,Acinetobacter baumannii,X,['GT4'],3,23,27909,"Smith degradation,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PUL0044,Bacteroides ovatus,xylan,"['GH43', 'GH3', 'GH43', 'GH31', 'GH97', 'CBM6', 'GH43', 'GH30', 'CBM35', 'GH115', 'CE6', 'CBM6', 'GH95', 'GH30', 'GH115']",16,33,65393,"qRT-PCR,enzyme activity assay",,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PUL0045,Bacteroides ovatus,xylan,"['GH67', 'GH43', 'GH10', 'CBM4']",5,11,20931,qRT-PCR,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PUL0046,Escherichia coli,X,['GT2'],5,16,17963,"NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PUL0047,Escherichia albertii,X,"['GT4', 'GT4']",8,25,32125,"sugar utilization assay,NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PUL0048,Streptococcus mutans,X,['GH13'],1,3,4508,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PUL0049,feces metagenome,beta-glucan,"['GH43', 'GH26', 'GH16']",6,29,30938,fosmid library screen,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PUL0050,feces metagenome,beta-glucan,"['GH5', 'GH26', 'GH130', 'GH3', 'GH94']",7,20,23886,fosmid library screen,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PUL0051,Cellulophaga lytica,alginate,"['PL6', 'PL17']",2,6,11821,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PUL0052,Maricaulis maris,alginate,"['PL6', 'PL17']",2,10,12530,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PUL0053,Stenotrophomonas maltophilia,alginate,"['PL6', 'PL17']",2,8,12832,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PUL0054,Alteromonas macleodii,alginate,"['PL6', 'PL17']",2,9,13397,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PUL0055,Bacteroides sp. 1_1_30,alginate,"['PL17', 'PL6']",2,7,11901,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PUL0056,Bacteroides eggerthii,alginate,"['PL6', 'PL17']",3,5,11089,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PUL0057,Escherichia coli,X,"['GT4', 'GT4']",5,13,11988,"NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PUL0058,Bacillus subtilis,alpha-glucan,"['GH13', 'GT5', 'GT35']",3,5,7912,enzyme activity assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PUL0059,Escherichia coli,X,['GT2'],3,13,15131,"NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PUL0060,Acinetobacter baumannii,X,"['GT2', 'GT2', 'GT4', 'GT2']",4,24,29900,"NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PUL0061,Acinetobacter baumannii,X,"['GT2', 'GT2', 'GT4', 'GT2', 'GT4', 'CE4']",4,35,38969,"NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PUL0062,Acinetobacter baumannii,X,"['GT2', 'GT2', 'GT4', 'GT2']",4,19,23475,"NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PUL0063,Bacteroides ovatus,beta-glucan,"['GH3', 'GH2', 'GH31', 'GH9', 'GH5', 'GH43', 'GH43', 'GH3']",8,16,27766,"bicinchoninic acid (BCA) reducing-sugar assay,enzymatic product analysis,affinity gel electrophoresis,isothermal titration calorimetry",,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PUL0064,Bacteroides cellulosilyticus,beta-glucan,"['GH5', 'GH31', 'GH2', 'GH3']",4,12,26172,"bicinchoninic acid (BCA) reducing-sugar assay,enzymatic product analysis,affinity gel electrophoresis,isothermal titration calorimetry",,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PUL0065,Bacteroides uniformis,beta-glucan,"['GH43', 'GH5', 'GH31', 'GH2', 'GH3', 'GH95']",6,13,28432,"bicinchoninic acid (BCA) reducing-sugar assay,enzymatic product analysis,affinity gel electrophoresis,isothermal titration calorimetry",,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PUL0066,Bacteroides fluxus,beta-glucan,"['GH43', 'GH5', 'GH31', 'GH2', 'GH3', 'GH95']",6,13,25356,"bicinchoninic acid (BCA) reducing-sugar assay,enzymatic product analysis,affinity gel electrophoresis,isothermal titration calorimetry",,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PUL0067,Dysgonomonas gadei,beta-glucan,"['GH2', 'GH5', 'GH31', 'GH95', 'GH3', 'GH43']",6,11,25756,"bicinchoninic acid (BCA) reducing-sugar assay,enzymatic product analysis,affinity gel electrophoresis,isothermal titration calorimetry",,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PUL0068,Escherichia coli,galactan,"['GH36', 'GH32']",2,4,6012,"enzyme activity assay,electrophoretic mobility shift assay",,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PUL0069,Acinetobacter baumannii,X,"['GT0', 'GT2']",2,22,25133,"sugar utilization assay,NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PUL0070,Acinetobacter baumannii,X,"['GT52', 'GT0', 'GT2', 'GT25', 'GT4', 'CE4']",3,36,39883,"sugar utilization assay,NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PUL0071,Acinetobacter baumannii,X,"['GT0', 'GT2', 'GT25', 'GT4', 'CE4']",4,38,42259,"sugar utilization assay,NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PUL0072,Acinetobacter baumannii,X,"['GT2', 'GT0']",2,22,25730,"sugar utilization assay,NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PUL0073,Acinetobacter baumannii,X,['GT2'],2,22,25856,"sugar utilization assay,NMR,sequence homology analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PUL0074,Acinetobacter baumannii,X,"['GT2', 'GT4']",5,36,30304,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PUL0075,Acinetobacter baumannii,X,"['GT2', 'GT4', 'GT2']",5,25,30049,sequence homology analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PUL0076,Acinetobacter baumannii,X,"['GT4', 'CE4']",7,7,6444,sequence homology analysis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PUL0077,Acinetobacter baumannii,X,"['GT4', 'CE4']",7,11,10409,sequence homology analysis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PUL0078,Caldicellulosiruptor sp. Rt8B.4,xylan,['CBM22'],1,6,6759,enzyme activity assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PUL0079,Acinetobacter baumannii,X,"['CE4', 'GT4', 'GT2']",6,16,10329,sequence homology analysis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PUL0080,Acinetobacter baumannii,X,"['CE4', 'GT4', 'GT2']",6,12,10410,sequence homology analysis,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PUL0081,Vibrio parahaemolyticus,pectin,"['PL9', 'PL22']",2,13,14269,"qRT-PCR,microarray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PUL0082,Bacillus subtilis,galactan,['GH4'],2,6,6514,"electrophoretic mobility shift assay,enzyme activity assay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PUL0083,Ruminiclostridium papyrosolvens,beta-glucan,"['GH48', 'GH8', 'CBM3', 'CBM4', 'CBM3', 'CBM3', 'GH5', 'GH9', 'GH5', 'GH5']",10,12,24653,"label-free quantitative proteomics,functional enrichment analysis,enzyme activity assay",,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PUL0084,Ruminiclostridium papyrosolvens,beta-glucan,"['GH10', 'GH43', 'CE1', 'GH43', 'GH62', 'GH43', 'GH27', 'GH59', 'GH62', 'GH95', 'CE1', 'GH30']",12,12,24882,"label-free quantitative proteomics,functional enrichment analysis,enzyme activity assay",,,,,,,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PUL0085,Ruminiclostridium papyrosolvens,beta-glucan,"['CBM35', 'GH9', 'GH9']",3,3,6137,"label-free quantitative proteomics,functional enrichment analysis,enzyme activity assay",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PUL0086,Ruminiclostridium papyrosolvens,pectin,"['PL10', 'CE8', 'CE12']",3,3,5863,"label-free quantitative proteomics,functional enrichment analysis,enzyme activity assay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PUL0087,Ruminiclostridium papyrosolvens,beta-glucan,"['CBM3', 'CBM3']",2,2,5924,"label-free quantitative proteomics,functional enrichment analysis,enzyme activity assay",,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PUL0088,Streptococcus mutans,galactan,"['GH36', 'GH13']",3,8,10606,Southern Blot,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
