PULID,PMID,verification_final,genomic_accession_number,nucleotide_position_range,substrate_final,gene_locus_tags_or_modular,old_other_gene_locus_tags_or_modules,organism_name,ncbi_species_tax_id,degradation_biosynthesis,cazy_diamond_eval,dbcan_hmmer_eval,hotpep_hits,tp_eval,num_cgcs,cazymes_predicted_dbCAN2,num_cazymes,num_genes,cazymes_predicted_dbcan,
PUL0429,21396969,sequence homology analysis,CP001832,1073900-1119100,"O-antigen,unknown polysaccharide",SM11_pD1002-SM11_pD1043,,Sinorhizobium meliloti,382,biosynthesis,default,default,default,default,1,yes,4,42,"GT2,GT2,GT4,GT2",
PUL0430,22326627,"RT-PCR,microarray,differential gene expression",NC_009480.1,931963-953671,"O-antigen,exopolysaccharide",CMM_RS04685-CMM_RS04735; old: CMM_0823-CMM_0833,,Clavibacter michiganensis,28447,biosynthesis,default,default,default,default,1,yes,2,13,"GT4,GT4,GT94",
PUL0431,27454490,"sequence homology analysis,sugar utilization assay,NMR",AB812032,1-20768,O-antigen,BAQ01226.1-BAQ01243.1,,Escherichia coli,562,biosynthesis,default,default,default,default,0,yes,4,18,GT26,
PUL0432,27645300,"sequence homology analysis,sugar utilization assay,NMR",DQ465249,300-11362,O-antigen,ABE98429.1-ABE98439.1,,Escherichia coli,562,biosynthesis,default,default,default,default,1,yes,3,11,"GT4,GT2",
PUL0433,27645300,"sequence homology analysis,sugar utilization assay,NMR",KJ778804,107-12715,O-antigen,AIG62795.1-AIG62806.1,,Escherichia coli,562,biosynthesis,1E-75,1E-10,3,0.0001,1,yes,3,12,GT2,
PUL0434,10613891,"SDS-PAGE,Western Blot",AF132735.2,91-14184,mannooligosaccharide,engK-hbpA-engL-manA-engM,,Clostridium cellulovorans,1493,degradation,default,default,default,default,1,yes,2,8,"CBM30|CBM4|GH9,GH9,GH5_17,CBM4|GH9,CBM4",
PUL0435,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,8430021-8450532,glucose,Cpin_6730-Cpin_6742,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,4,13,"GH43|GH43_34,GH30|GH30_1,GH30|GH30_3,GH16",
PUL0436,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,6332436-6356908,glucomannan,Cpin_5087-Cpin_5094,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,2,8,"GH65,GH13,CBM32",
PUL0437,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,7999112-8012270,glucomannan,Cpin_6364-Cpin_6369,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,1,6,GH51,
PUL0438,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,3842071-3855811,"glucomannan,glucose",Cpin_3123-Cpin_3129,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,3,7,"GH89,GH158",
PUL0439,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,8967770-8975641,"glucomannan,glucose",Cpin_7180-Cpin_7183,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,1,4,GH33,
PUL0440,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,3320046-3334701,"glucomannan,galactomannan",Cpin_2720-Cpin_2725,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,2,5,"GH2,GH76|CBM13",
PUL0441,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,7759625-7769685,"glucomannan,galactomannan",Cpin_6154-Cpin_6159,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,2,6,"GH130,CBM13|GH43_26",
PUL0442,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,2681099-2699496,"glucomannan,galactomannan,glucose",Cpin_2184-Cpin_2192,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,3,9,"CBM5|GH18,GH18|GH64|CBM6,GH16|CBM6",
PUL0443,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,6370913-6392100,"glucomannan,galactomannan,glucose",Cpin_5109-Cpin_5117,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,3,9,"GH16,CBM6",
PUL0444,28069559,"mass spectrometry,high performance anion exchange chromatography",NC_013132.1 ,7079936-7091101,"glucomannan,galactomannan,glucose",Cpin_5548-Cpin_5553,,Chitinophaga pinensis,79329,degradation,default,default,default,default,1,yes,2,6,"GH31,GH19|CBM5",
PUL0445,10913091,"recombinant protein expression,thin layer chromatography,enzyme activity assay",AB011415.1,2533-14738,alginate,BAB03312.1-BAB03319.1,,Sphingomonas sp.,28214,degradation,default,default,default,default,1,yes,2,8,"PL7|PL5,PL15_1",
PUL0446,28494314,"sequence homology analysis,sugar utilization assay,NMR",KY574558.1,1-18810,O-antigen,ARO72880.1-ARO72896.1,,Escherichia albertii,208962,biosynthesis,default,default,default,default,1,yes,2,17,GT4,
PUL0447,28672166,"sequence homology analysis,sugar utilization assay,NMR",KY574574,1-15833,O-antigen,ARO73136.1-ARO73149.1,,Escherichia albertii,208962,biosynthesis,default,default,default,default,1,yes,4,14,"GT4,GT4",
PUL0448,28672166,"sequence homology analysis,sugar utilization assay,NMR",KY574553,1-20586,O-antigen,ARO72797.1-ARO72815.1,,Escherichia albertii,208962,biosynthesis,default,default,default,default,1,yes,4,19,GT4,
PUL0449,28672166,"sequence homology analysis,sugar utilization assay,NMR",KY574598,1-15691,O-antigen,ARO73527.1-ARO73539.1,,Escherichia albertii,208962,biosynthesis,default,default,default,default,1,yes,4,13,"GT4,GT2,GT4",
PUL0450,28672166,"sequence homology analysis,sugar utilization assay,NMR",KY574602,1-16183,O-antigen,ARO73574.1-ARO73587.1,,Escherichia albertii,208962,biosynthesis,default,default,default,default,0,yes,3,14,"GT52,GT2,GT2",
PUL0451,28837839,"sequence homology analysis,sugar utilization assay,NMR,gas chromatography and mass spectrometry",CR931683.1,1204-19971,O-antigen,SPC23A_0001-SPC23A_0023,,Streptococcus pneumoniae,1313,biosynthesis,default,default,default,default,1,yes,5,18,GT4,
PUL0452,28837839,"sequence homology analysis,sugar utilization assay,NMR,gas chromatography and mass spectrometry",CR931684.1,2578-21228,O-antigen,SPC23B_0001-SPC23B_0023,,Streptococcus pneumoniae,1313,biosynthesis,default,default,default,default,1,yes,5,18,"GT4,GT2",
PUL0453,28837839,"sequence homology analysis,sugar utilization assay,NMR,gas chromatography and mass spectrometry",CR931685.1,1881-20535,O-antigen,SPC23F_0001-SPC23F_0022,,Streptococcus pneumoniae,1313,biosynthesis,default,default,default,default,1,yes,5,18,GT4,
PUL0454,22944206,"SDS-PAGE,protein fingerprinting (MALDI-TOF PMF)",CP003170.1,4053711-4085799,acarbose,ACPL_3663-ACPL_3684,,Actinoplanes sp. SE50/110,134676,biosynthesis,default,default,default,default,1,yes,4,22,"GH13_13|CBM41|GH13,GT5|GT0,GT5|GT0,GH77,GH13_13|CBM41,CBM20|GH13_2",
PUL0455,12513973,"clone and expression,genes induced in presence of substrate,enzyme activity assay",AF441242.1,771-5247,sucrose,scrT-scrP-scrR,,Bifidobacterium animalis,28025,degradation,default,default,default,default,1,yes,1,3,GH13|GH13_18,
PUL0456,20622018,"microarray,RNA-Seq","ADWO01000021.1,ADWO01000020.1","1-5954,1-18196",xylan,PBR_RS03345-PBR_RS03360+PBR_RS02950-PBR_RS02990,,Prevotella bryantii,77095,degradation,default,default,default,default,1,yes,6,13,"CE6|GH43_10|GH43,GH43_1|GH43,GH10,GH67",
PUL0457,27142164,"high performance anion exchange chromatography,enzyme activity assay,RNA-Seq",NZ_AKZK01000039.1,17308-27154,xylooligosaccharide,A33G_RS0103395-A33G_RS0103425,,Lactobacillus rossiae,231049,degradation,default,default,default,default,1,yes,1,7,GH43_11|GH43,
PUL0458,31915221,"RNA-Seq,analysis of reaction products,enzyme activity assay",NZ_PJAI02000005.1,97665-174649,carrageenan,CWS31_RS06455-CWS31_RS06695,,Colwellia echini,1982103,degradation,default,default,default,default,1,yes,12,49,"GH16,GH16|CBM16,GH16,GH16",
PUL0459,31915221,"RNA-Seq,analysis of reaction products,enzyme activity assay",NZ_PJAI02000001.1,312863-400633,agar,CWS31_RS01305-CWS31_RS01540,,Colwellia echini,1982103,degradation,default,default,default,default,2,yes,10,48,"GH2,GH96|CBM6,GH96|CBM6,GH50,GH50,GH29,GH50,GH86,GH117",
PUL0460,29774012,"recombinant protein expression,RT-PCR,enzyme activity assay",NZ_LSNE01000005.1,77050-234402,"carrageenan,agar",AX660_RS08390-AX660_RS08930,,Paraglaciecola hydrolytica,1799789,degradation,default,default,default,default,2,yes,18,108,"GH2,GH29,GH63,GH86|CBM6,GH50,GH86,GH50,GH117,GH50,GH16,GH50,CE1,GH16,GH127,GH16,GH82,GH16,GH16,GH16",
PUL0461,31220629,"sequence homology analysis,sugar utilization assay,NMR","NZ_PGLT01000029.1,NZ_PGLT01000002.1","25798-37533,403-1479",O-antigen,CU276_RS20415-CU276_RS20465+CU276_RS02105,,Yersinia kristensenii,28152,biosynthesis,default,default,default,default,1,yes,4,12,"GT4,GT4,GT4",
PUL0462,24607538,"sequence homology analysis,sugar utilization assay,NMR",JHHJ01000126.1,9119-22534,O-antigen,P411_03280-P411_03345,,Escherichia coli,562,biosynthesis,1E-25,0.0001,default,default,0,yes,4,14,"GT0,GT4,GT2",
PUL0463,18996345,"microarray,qPCR",AE015928.1 ,520419-541138,host glycan,BT0433-BT0445,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,13,"GH89,CE2",
PUL0464,18996345,"microarray,qPCR",AE015928.1 ,541795-572833,host glycan,BT0446-BT0461,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,6,16,"GH33,GH20,GH2,GH20,GH20,GH2",
PUL0465,18996345,"microarray,qPCR",AE015928.1 ,1588730-1600485,mucin,BT1278-BT1285,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,8,GH18,
PUL0466,14973026,"clone and expression,enzyme activity assay,Northern Blot",NC_000964.3,2938330-2948875,arabinan,araABDLMNPQ-abfA,,Bacillus subtilis,1423,degradation,default,default,default,default,1,yes,1,9,GH51,
PUL0467,18996345,"microarray,qPCR",AE015928.1 ,1998220-2027198,host glycan,BT1623-BT1636,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,5,14,"GH29|CBM32,GH2,GH20,GH18",
PUL0468,18996345,"microarray,qPCR",AE015928.1 ,4457047-4526084,host glycan,BT3461-BT3507,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,2,47,"GH43|GH43_26,GH76",
PUL0469,18996345,"microarray,qPCR",AE015928.1 ,4800873-4816693,starch,BT3698-BT3705,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,3,8,GH97,
PUL0470,18996345,"microarray,qPCR",AE015928.1 ,4866087-4875193,mucin,BT3748-BT3754,,Bacteroides thetaiotaomicron,818,degradation,1E-75,1E-10,3,default,1,yes,1,7,GH18,
PUL0471,18996345,"microarray,qPCR",AE015928.1 ,5142097-5162752,mucin,BT3957-BT3965,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,3,9,"GH92,GH92,GH92",
PUL0472,18996345,"microarray,qPCR",AE015928.1 ,5301977-5353000,mucin,BT4069-BT4096,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,8,28,"GH38,GH92,CBM32|GH2,GH78|CBM67,CE1,GH92,GH92,GH130,GH43_8",
PUL0473,19717629,growth assay,NC_009441.1 ,1373643-1389113,"alpha-glucan,starch",Fjoh_1208-Fjoh_1215,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,3,8,"CBM26|GH13,GH97,GH13",
PUL0474,19717629,growth assay,NC_009441.1 ,1804386-1822482,"beta-glucan,xylan",Fjoh_1559-Fjoh_1567,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,5,9,"GH30_1|GH30,GH30_1|GH30,GH3,GH30_3,GH3",
PUL0475,10347054,"clone and expression,gene deletion mutant and growth assay",LN997842.1,3957983-3965681,"cellobiose,cellotriose",cebREFG-bglC,,Streptomyces reticuli,1926,degradation,default,default,default,default,1,yes,1,7,GH18|CBM2,
PUL0476,19717629,growth assay,NC_009441.1 ,2361555-2383192,"hemicellulose,pectin",Fjoh_2019-Fjoh_2029,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,6,11,"GH5|GH5_13,GH43_18,GH2,GH43|GH43_26,GH43_31,GH29|CBM32",
PUL0477,19717629,growth assay,NC_009441.1 ,2909489-2921156,beta-glucan,Fjoh_2430-Fjoh_2435,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,2,6,"GH16,GH16",
PUL0478,19717629,growth assay,NC_009441.1 ,3224740-3240308,"alpha-glucan,starch",Fjoh_2710-Fjoh_2717,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,4,8,"GH2,GH92,GH92,GH125",
PUL0479,19717629,growth assay,NC_009441.1 ,3677164-3718458,pectin,Fjoh_3109-Fjoh_3128,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,12,20,"GH43|GH43_34|GH43_19,GH27,GH2,GH95,GH51,GH28,GH28,GH2,GH92,GH92,GH89",
PUL0480,19717629,growth assay,NC_009441.1 ,4577233-4596884,hemicellulose,Fjoh_3861-Fjoh_3869,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,4,9,"GH3,GH10,GH16,GH8",
PUL0481,19717629+32266006,"growth assay,enzyme activity assay",NC_009441.1 ,4597112-4630944,hemicellulose,Fjoh_3870-Fjoh_3883,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,7,13,"GH97,GH3,GH43|GH43_10|CBM22,GH146,GH115,GH43_12,GH3",
PUL0482,19717629,growth assay,NC_009441.1 ,4877994-4935368,pectin,Fjoh_4080-Fjoh_4106,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,17,27,"GH78|CBM67,GH142,GH95,GH78|CBM67,GH143,GH43_18|GH43,GH28,GH140,PL1|CE8|PL1_2,PL1|CE8|PL1_2,CE8,GH127,PL1|PL1_2,GH139,GH106,GH2,GH137,GH78",
PUL0483,19717629,growth assay,NC_009441.1 ,5085429-5105641,pectin,Fjoh_4225-Fjoh_4236,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,5,12,"GH2,CE12|CE4,GH28,GH117,GH106,GH105",
PUL0484,19717629,growth assay,NC_009441.1 ,5124512-5142865,pectin,Fjoh_4246-Fjoh_4257,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,8,12,"CE12,GH28,PL10|CE8|PL10_1,GH43_10|GH43,GH105,GH105,GH105,GH28",
PUL0485,19717629,growth assay,NC_009441.1 ,5337222-5358507,dextran,Fjoh_4428-Fjoh_4436,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,5,9,"GH65,GH97,GH31,GH66",
PUL0486,10613841,"RT-PCR,sugar utilization assay",AE007317.1,1679660-1689931,raffinose,spr1708-spr1715,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,2,8,"GH13|GH13_18,GH36",
PUL0487,19717629,growth assay,NC_009441.1 ,5499208-5521481,chitin,Fjoh_4555-Fjoh_4564,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,3,10,"GH18,GH20,GH18",
PUL0488,19717629,growth assay,NC_009441.1 ,5974734-5995493,beta-mannan,Fjoh_4946-Fjoh_4959,,Flavobacterium johnsoniae,986,degradation,default,default,default,default,1,yes,7,14,"GH5|GH5_2,GH27,GH26,GH130,GH26,GH5_7,GH97",
PUL0489,20829291,"sequence homology analysis,microscopy",NC_016776.1,1698150-1720386,capsule polysaccharide,BF638R_1435-BF638R_1460,,Bacteroides fragilis,817,biosynthesis,1E-75,1E-10,3,default,1,yes,2,21,GT4,
PUL0490,20829291,"sequence homology analysis,microscopy",NC_016776.1,2204445-2225868,capsule polysaccharide,BF638R_1864-BF638R_1883,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,4,20,"GT2,GT11",
PUL0491,20829291,"sequence homology analysis,microscopy",NC_016776.1,1314126-1334368,capsule polysaccharide,BF638R_1076-BF638R_1095,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,4,20,GT46|GT0,
PUL0492,20829291,"sequence homology analysis,microscopy",NC_016776.1,4414951-4441284,capsule polysaccharide,BF638R_3750-BF638R_3775,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,3,21,"GT2,GT0",
PUL0493,20829291,"sequence homology analysis,microscopy",NC_016776.1,3040104-3055823,capsule polysaccharide,BF638R_2585-BF638R_2598,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,5,14,"GT2,GT4,GT4,GT0|GT10,GT2",
PUL0494,20829291,"sequence homology analysis,microscopy",NC_016776.1,1805684-1828904,capsule polysaccharide,BF638R_1539-BF638R_1563,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,3,23,"GT4,GT4,GT4",
PUL0495,20829291,"sequence homology analysis,microscopy",NC_016776.1,946722-971045,capsule polysaccharide,BF638R_0778-BF638R_0810,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,4,22,"GT2,GT2,GT4|GT94,GT2",
PUL0496,20829291,"sequence homology analysis,microscopy",NC_016776.1,4110041-4125220,capsule polysaccharide,BF638R_3472-BF638R_3487,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,5,16,"GT2,GT2,GT2,GT2",
PUL0497,11772635,"clone and expression,enzyme activity assay",AB063629.1,537-7768,chitin,chiD-cbp1-chiA,,Pseudoalteromonas piscicida,43662,degradation,default,default,default,default,0,yes,2,3,"CBM5|GH18,CBM5|AA10,CBM5|GH18",
PUL0498,20829291,"sequence homology analysis,microscopy",NC_016776.1,3287955-3312742,capsule polysaccharide,BF638R_2800-BF638R_2826,,Bacteroides fragilis,817,biosynthesis,default,default,default,0.0001,1,yes,8,25,"GT2,GT4,GT11,GT4,GT4,GT4,GT26",
PUL0499,20829291,"sequence homology analysis,microscopy",NC_016776.1,2482058-2498101,capsule polysaccharide,BF638R_2121-BF638R_2133,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,7,14,"GT2,GT2,GT101|GT0,GT4,GT2,GT2,GT2",
PUL0500,20829291,"sequence homology analysis,microscopy",NC_016776.1,5266577-5276723,O-glycan,BF638R_4457-BF638R_4465,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,0,yes,4,9,"GT4,GT0|GT94,GT4,GT4,GT2",
PUL0501,20829291,"sequence homology analysis,microscopy",CR626927.1,1637343-1645091,capsule polysaccharide,BF1369-BF1377,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,3,9,"GT2,GT4",
PUL0502,20829291,"sequence homology analysis,microscopy",CR626927.1,2212592-2234850,capsule polysaccharide,BF1895-BF1914,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,5,20,"GT11,GT2,GT2,GT4",
PUL0503,20829291,"sequence homology analysis,microscopy",CR626927.1,1262011-1277357,capsule polysaccharide,BF1011-BF1026,,Bacteroides fragilis,817,biosynthesis,default,default,default,0.0001,1,yes,6,16,"GT11,GT4,GT2,GT4,CE4|CE0,GT4,GT2",
PUL0504,20829291,"sequence homology analysis,microscopy",CR626927.1,4346309-4359958,capsule polysaccharide,BF3682-BF3697,,Bacteroides fragilis,817,biosynthesis,default,default,default,0.0001,1,yes,5,16,"GT2,GT2,GT2,GT11,GT0|GT10",
PUL0505,20829291,"sequence homology analysis,microscopy",CR626927.1,3016479-3031060,capsule polysaccharide,BF2591-BF2604,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,5,14,"GT4,GT4,GT4,GT2,GT2",
PUL0506,20829291,"sequence homology analysis,microscopy",CR626927.1,1808337-1822427,capsule polysaccharide,BF1551-BF1565,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,4,15,"GT8,GT2,GT2",
PUL0507,20829291,"sequence homology analysis,microscopy",CR626927.1,895989-917654,capsule polysaccharide,BF0733-BF0752,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,4,19,PL12,
PUL0508,14761997,"clone and expression,enzyme activity assay",AB110645.1,2693-9366,"xylobiose,xylotriose",bxlR-bxlD-bxlC-bxlB-bxlA,,Streptomyces thermoviolaceus,1952,degradation,default,default,default,default,1,yes,2,5,GH3,
PUL0509,20829291,"sequence homology analysis,microscopy",CR626927.1,4076793-4090314,capsule polysaccharide,BF3451-BF3464,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,6,14,"GT2,GT4,GT2,GT2,GT2,GT10",
PUL0510,20829291,"sequence homology analysis,microscopy",CR626927.1,3250670-3278126,capsule polysaccharide,BF2791-BF2817,,Bacteroides fragilis,817,biosynthesis,default,default,default,0.0001,1,yes,7,27,"GT2,GT2,GT2,GT2,GT4,GT4,GT26",
PUL0511,20829291,"sequence homology analysis,microscopy",CR626927.1,5103508-2413419,capsule polysaccharide,BF2048-BF2062,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,6,14,"GT2,GT2,GT4,GT2,GT2",
PUL0512,20829291,"sequence homology analysis,microscopy",CR626927.1,5104828-5113654,O-glycan,BF4298-BF4306,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,0,yes,4,10,"GT4,GT0|GT94,GT4,GT4,GT2",
PUL0513,20829291,"sequence homology analysis,microscopy",NC_006347.1,1674655-1690799,capsule polysaccharide,BF1430-BF1445,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,2,16,"GT2,GT2",
PUL0514,20829291,"sequence homology analysis,microscopy",NC_006347.1,2154906-2177179,capsule polysaccharide,BF1830-BF1848,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,5,20,"GT11,GT2,GT2,GT4",
PUL0515,20829291,"sequence homology analysis,microscopy",NC_006347.1,1316575-1336817,capsule polysaccharide,BF1094-BF1113,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,4,20,GT0|GT46,
PUL0516,20829291,"sequence homology analysis,microscopy",NC_006347.1,4458698-4472977,capsule polysaccharide,BF3911-BF3923,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,5,13,"GT4,GT4,GT2,GT4",
PUL0517,20829291,"sequence homology analysis,microscopy",NC_006347.1,2949015-2969387,capsule polysaccharide,BF2566-BF2583,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,5,19,"GT2,GT2,GT11,GT2",
PUL0518,20829291,"sequence homology analysis,microscopy",NC_006347.1,1777755-1802668,capsule polysaccharide,BF1530-BF1551,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,4,22,"GT2,GT2,GT4,GT4",
PUL0519,8244973,gene deletion mutant and growth assay,NC_003098.1,1895736-1905654,maltose,MalRADCXMP,,Streptococcus pneumoniae,1313,degradation,default,default,default,default,1,yes,2,7,"GT35,GH77",
PUL0520,14532050,"clone and expression,enzyme activity assay",AY297960.1,551-3742,"xylobiose,xylodextrin",xynT-xynB,,Klebsiella oxytoca,571,degradation,default,default,default,default,1,yes,1,2,GH43|GH43_11,
PUL0521,20829291,"sequence homology analysis,microscopy",NC_006347.1,957305-978417,capsule polysaccharide,BF0805-BF0827,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,3,23,"GT2,GT4",
PUL0522,20829291,"sequence homology analysis,microscopy",NC_006347.1,4161194-4179638,capsule polysaccharide,BF3646-BF3665,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,7,20,"GT2,GT4,GT2,GT32,GT2,GT2",
PUL0523,20829291,"sequence homology analysis,microscopy",NC_006347.1,3325914-3339788,capsule polysaccharide,BF2921-BF2935,,Bacteroides fragilis,817,biosynthesis,default,default,default,0.0001,1,yes,5,14,"GT4,GT4,GT4,GT26",
PUL0524,20829291,"sequence homology analysis,microscopy",NC_006347.1,2340878-2357627,capsule polysaccharide,BF1995-BF2008,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,1,yes,7,13,"GT2,GT2,GT4,GT101|GT0,GT4,GT2,GT2",
PUL0525,20829291,"sequence homology analysis,microscopy",NC_006347.1,5170599-5181386,O-glycan,BF4504-BF4512,,Bacteroides fragilis,817,biosynthesis,default,default,default,default,0,yes,5,9,"GT0|GT94,GT4,GT4,GT2",
PUL0526,22205877,"microarray,qPCR",NZ_CP012938.1,4323087-4335455,beta-glucan,Bovatus_03419-Bovatus_03424,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,2,6,"GH30_3|GH30,GH3",
PUL0527,22205877,"microarray,qPCR",NZ_CP012938.1,3774860-3807877,xyloglucan,Bovatus_03060-Bovatus_03075,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,8,16,"GH3,GH2,GH31,GH9,GH5_4,GH43_12,GH43_12,GH3",
PUL0528,22205877,"microarray,qPCR",NZ_CP012938.1,3918991-3935883,beta-glucan,Bovatus_03146-Bovatus_03153,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,3,7,"GH3,GH16,GH3",
PUL0529,22205877,"microarray,qPCR",NZ_CP012938.1,5623780-5679732,homogalacturonan,Bovatus_04357-Bovatus_04384,,Bacteroides ovatus,28116,degradation,default,default,default,default,1,yes,13,27,"GH105,CE8,CE12|CE4|CE8,PL1|CE8|PL1_2,PL1|PL1_2,PL1|PL1_2,CE8,PL1|PL1_2,PL1|CE8|PL1_2,CE8,GH28,GH3,GH43_10|CBM6",
PUL0530,22205877,"microarray,qPCR",AE015928.1 ,1194776-1298373,rhamnogalacturonan,BT0977-BT1030,,Bacteroides thetaiotaomicron,818,degradation,default,default,default,default,1,yes,21,54,"PL1|CE8|PL1_2,GH2,GH139,GH106,GH2,GH2,GH137|GH2|CBM57,GH138,GH78,GH141,GH127,GH95,GH105,GH140,GH78|GH33|CBM67,GH28,GH78|CBM67,GH143|GH142,GH43_18|GH43,PL1|CE8|PL1_2",
PUL0531,12618440,"clone and expression,enzyme activity assay",NZ_HG326223.1,172559-177453,chitobiose,chbB-chbC-bglA-chbR-chbG,,Serratia marcescens,615,degradation,default,default,default,default,1,yes,1,5,GH1,
PUL0532,23976882,RNA-Seq,CP012801.1,925123-954278,"arabinan,pectin",BcellWH2_00920-BcellWH2_00935,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,5,17,"GH51,GH43_4|GH43,GH43_4|GH43,GH146,GH51",
PUL0533,23976882,RNA-Seq,CP012801.1,970841-992635,"xylan,arabinoxylan",BcellWH2_00952-BcellWH2_00960,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,9,"GH115,GH10,GH30_8",
PUL0534,23976882,RNA-Seq,CP012801.1,1395119-1415148,pectin,BcellWH2_01286-BcellWH2_01294,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,5,9,"GH133|GH0,GH13|GH13_10,GH2,GH53,GH147",
PUL0535,23976882,RNA-Seq,CP012801.1,1905313-1924770,arabinogalactan,BcellWH2_01660-BcellWH2_01668,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,2,9,"GH16|GH43|GH43_24,GH16",
PUL0536,23976882,RNA-Seq,CP012801.1,2024923-2035361,"N-acetyl-D-glucosamine,glucosamine",BcellWH2_01737-BcellWH2_01742,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,1,6,GH2,
PUL0537,23976882,RNA-Seq,CP012801.1,2262180-2278234,beta-glucan,BcellWH2_01926-BcellWH2_01932,,Bacteroides cellulosilyticus,246787,degradation,default,default,default,default,1,yes,3,7,"GH3,GH3,GH157",
