Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
DWV24_RS21620	-	-	GT82_e1	-	1
DWW05_RS24310	-	-	GT2	GT2	2
DWY18_RS00715	-	-	GH35_e44	-	1
DWY18_RS01145	-	-	GT4_e161	GT0	2
DWY18_RS01180	-	-	GT32_e179	GT32	2
DWY18_RS01205	-	-	GT4_e2583	GT4	2
DWY18_RS01580	-	-	CBM62_e13	CBM0	2
DWY18_RS06505	-	-	GT82_e1	GT0	2
DWY18_RS08510	-	-	GT4_e3844	GT4	2
DWY18_RS08515	-	-	GT4_e3844	GT4	2
DWY18_RS08520	-	-	GT2	GT2	2
DWY18_RS09700	-	-	GT4_e2583	GT4	2
DWY18_RS12160	-	-	GT4_e3899	GT4	2
DWY18_RS12195	-	-	GT4_e2433	GT4	2
DWY18_RS14450	-	-	GH18_e64	GH18	2
DWY18_RS17760	2.4.1.-:1	-	GT4_e1805	GT0	2
DWY18_RS22295	-	-	GH18_e50	GH18	2
EAJ10_RS07675	-	-	CBM35_e36	CBM35	2
EAJ10_RS24460	-	-	GT4_e779	-	1
EH213_RS01660	-	-	GH63_e4	-	1
EH213_RS21190	-	-	GH24_e69	GH24	2
EH213_RS21820	-	-	GT4_e2394	GT4	2
EH213_RS23975	-	-	GT4_e2960	GT4	2
EH213_RS23985	-	-	GT4_e499	GT4	2
EXC89_RS11985	-	-	GH18_e47	GH18	2
EXC89_RS17470	-	-	GT4_e2634	GT4	2
EXC89_RS21840	-	-	GH24_e15	GH24	2
EXC89_RS27455	-	-	GT4_e2551	GT4	2
EXC89_RS27465	-	-	GT4_e3312	GT4	2
FE838_RS13715	-	-	GT4_e161	GT0	2
FE838_RS15385	-	-	GT4_e4001	GT4	2
FE838_RS20235	-	-	GT2	GT2	2
FH719_RS19260	-	-	GH24_e152	GH24	2
FH722_RS08340	-	-	GT4_e2881	GT4	2
FIB20_RS09480	-	-	GH73_e10	GH0	2
FY431_RS23985	-	-	GT4_e831	GT0	2
FY431_RS24000	-	-	GT4_e887	GT4	2
GPL09_RS15820	-	-	GT4_e3463	GT4	2
GPL09_RS18700	-	-	GH18_e37	GH18	2
HMPREF2534_RS23000	-	-	CBM32_e83	CBM0	2
HMPREF9007_RS04175	-	-	GT4_e887	GT4	2
HMPREF9007_RS13740	-	-	GT4_e939	GT4	2
HMPREF9007_RS15320	-	-	GH24_e152	GH24	2
HMPREF9007_RS17710	-	-	GT4_e2158	GT4	2
HRU96_RS12220	-	-	CBM62_e0	CBM62	2
HRU96_RS12375	-	-	GT4_e3312	GT4	2
HRU96_RS12385	-	-	GT2	GT2	2
HRU96_RS13220	-	-	GH18_e46	GH18	2
HRU96_RS15185	-	-	GT2	GT2	2
HRU96_RS18735	-	-	GT4_e939	GT4	2
HRU96_RS18740	-	-	GT4_e2535	GT0	2
HRU96_RS18745	-	-	GT4_e779	GT4	2
I1W55_RS21000	-	-	CBM91_e19	-	1
I2D73_RS07175	-	-	CBM62_e9	CBM0	2
I2D73_RS11015	-	-	GT2	GT2	2
I2D75_RS20040	-	-	GT4_e263	GT4	2
I2D75_RS20045	-	-	GT2	GT2	2
I2E52_RS22075	-	-	GH24_e69	GH24	2
I2E52_RS22735	-	-	GT4_e779	GT4	2
I2F88_RS06185	-	-	GH18_e216	GH18	2
I2G85_RS16750	-	-	GH18_e64	GH18	2
I2G85_RS21555	-	-	GT4_e2073	GT4	2
I2G92_RS20590	-	-	CBM32_e75	CBM32	2
I2I37_RS21895	-	-	GH18_e243	GH18	2
I2I37_RS24325	-	-	GT4_e687	GT0	2
I4W67_RS06490	-	-	GT4_e3623	GT4	2
I6F00_RS19370	-	-	GT4_e4024	-	1
I6G69_RS25735	-	-	CE20_e34	-	1
INE82_RS13430	3.2.1.39:1	-	CBM56_e2	-	1
J8986_RS01720	-	-	GT4_e939	GT4	2
J9A17_RS22825	-	-	GT4_e1178	GT4	2
K0F21_RS10785	-	-	GT4_e4001	GT4	2
K0F21_RS19275	-	-	GH24_e203	GH24	2
K0F21_RS23645	-	-	GT2	-	1
K0F21_RS23660	-	-	GT2	-	1
K0F21_RS25490	-	-	GH24_e203	-	1
K0F31_RS23355	-	-	GT4_e3598	GT4	2
K0F32_RS08125	-	-	GT4_e1477	GT4	2
K0F32_RS08150	-	-	GT4_e1477	GT4	2
K0F33_RS26335	-	-	CBM62_e0	CBM62	2
K0G22_RS16260	-	-	CBM50_e519	CBM50	2
K0G22_RS22860	-	-	GT4_e751	-	1
K0G24_RS06290	-	-	GH18_e216	GH18	2
K0G24_RS16555	-	-	CBM32_e56	CBM0	2
K0G24_RS16560	-	-	GH38_e33	GH0	2
K0G45_RS06630	-	-	GH18_e101	GH18	2
K0G47_RS00375	-	-	GH24_e69	GH24	2
K0G47_RS05695	-	-	CBM50_e801	CBM50	2
K0G47_RS08395	-	-	GH73_e10	GH0	2
K0G47_RS08705	-	-	CBM62_e0	CBM62	2
K0G47_RS14060	-	-	GT10_e15	-	1
K0G47_RS20280	-	-	GT4_e1045	GT4	2
K0G47_RS20295	-	-	GT4_e2349	GT4	2
K0G47_RS22225	-	-	GT4_e429	GT4	2
K0G47_RS22240	-	-	GT4_e3420	GT0	2
K0G47_RS22860	-	-	GH24_e168	GH24	2
K0G62_RS13855	-	-	GT4_e1827	GT4	2
K0G71_RS19320	-	-	GT4_e1093	-	1
K0G71_RS19335	-	-	GT4_e2535	GT4	2
K0G71_RS19340	-	-	GT4_e624	GT4	2
K0G71_RS19350	-	-	GT4_e3264	GT4	2
K0G92_RS16055	-	-	GT4_e3312	GT4	2
K0G92_RS16065	-	-	GT4_e2238	GT4	2
KFX45_RS00235	-	-	GH39_e101	-	1
KFX45_RS06140	-	-	CBM32_e18	CBM0	2
KFX45_RS17935	-	-	GT4_e779	GT4	2
KFX45_RS17955	-	-	GT4_e887	GT4	2
KFX60_RS20855	-	-	GT4_e887	GT4	2
KFX60_RS23205	-	-	GT4_e2349	GT4	2
KFX73_RS04095	-	-	GH73_e10	GH0	2
KFX78_RS19820	-	-	GH24_e203	GH24	2
KFX78_RS28950	-	-	GT2	-	1
KFX89_RS14765	-	-	GH24_e168	-	1
KGH28_RS12660	-	-	GT4_e3970	-	1
KQP59_RS00470	-	-	GT4_e3970	GT4	2
KQP59_RS02360	-	-	GH18_e214	GH18	2
KQP59_RS02925	-	-	GT2	GT2	2
KQP59_RS03000	-	-	GT4_e1235	GT0	2
KQP59_RS03310	-	-	GT2	GT2	2
KQP59_RS03845	-	-	GT4_e3420	GT0	2
KQP59_RS05035	-	-	GT2	GT2	2
KQP59_RS05410	-	-	GH18_e37	GH18	2
KQP59_RS05430	3.2.1.96:1	-	GH18_e203	GH18	2
KQP59_RS05460	-	-	GH18_e37	GH18	2
KQP59_RS06985	-	-	CBM50_e27	CBM50	2
KQP59_RS07150	-	-	CBM32_e210	-	1
KQP59_RS07510	-	-	GT2	GT2	2
KQP59_RS08550	-	-	CBM32_e18	CBM0	2
KQP59_RS11540	-	-	CBM32_e96	CBM32	2
KQP59_RS11730	-	-	GH18_e37	GH18	2
KQP59_RS12405	-	-	GH28_e33	GH0	2
KQP59_RS13055	-	-	GT4_e2729	GT4	2
KQP59_RS14930	-	-	GT1_e137	GT1	2
KQP59_RS15730	-	-	GH18_e24	GH18	2
KQP59_RS16535	-	-	GH36_e10	GH36	2
KQP59_RS18455	-	-	GT4_e3844	GT4	2
KQP59_RS18465	-	-	GT4_e3844	GT4	2
KQP59_RS18975	3.2.1.39:1	-	CBM56_e2	-	1
KQP59_RS19560	-	-	GH36_e23	GH36	2
KQP59_RS19980	-	-	CBM32_e18	CBM0	2
KQP59_RS20485	-	-	CBM62_e3	CBM62	2
KQP59_RS21135	-	-	CBM32_e16	CBM32	2
KQP59_RS22435	-	-	GT4_e2546	GT4	2
KQP59_RS22440	-	-	GT94_e2	GT4	2
KQP59_RS22600	-|-|-	-	CBM50_e831+CBM50_e831+CBM50_e831	CBM50	2
KQP59_RS22865	-	-	GT2	GT0	2
KQP59_RS24530	-	-	GT4_e3714	GT4	2
KQP59_RS24720	-	-	CBM91_e19	-	1
KQP74_RS16890	-	-	GT4_e2666	GT4	2
KSY95_RS18440	-	-	CBM62_e3	CBM62	2
KSY95_RS25040	-	-	GT2	-	1
KSZ66_RS08395	-	-	GT4_e2349	GT4	2
KSZ81_RS22155	-	-	GT4_e3463	GT4	2
KTG56_RS23785	-	-	GT2	GT2	2
KTG56_RS23825	-	-	GT4_e939	GT4	2
KTR07_RS26800	-	-	GT4_e1775	-	1
KUO08_RS26390	3.2.1.39:1	-	CBM56_e2	-	1
L0P38_RS09260	-	-	GT92_e3	GT2	2
L0P38_RS09925	-	-	GH18_e37	GH18	2
L0P38_RS20710	-	-	GT4_e3771	GT0	2
L0P38_RS20730	-	-	GT4_e946	GT4	2
L0P38_RS22385	-	-	GT4_e1477	GT4	2
L0P38_RS22440	-	-	GT2	GT2	2
L0P67_RS11620	-	-	GH73_e10	GH0	2
LI013_RS22540	-	-	GT2	-	1
LI279_RS15055	-	-	GH24_e203	GH24	2
LI279_RS19735	-	-	GT4_e779	GT4	2
LI279_RS19845	-	-	GT4_e2634	GT4	2
LI279_RS19870	-	-	GT2	GT2	2
LI279_RS21025	-	-	GH24_e69	GH24	2
LI279_RS25215	-	-	GH18_e35	GH18	2
LI279_RS27490	-	-	GT2	-	1
LI298_RS28645	-	-	GH23_e819	-	1
NXU83_RS13780	-	-	GH24_e203	-	1
NXU83_RS23740	-	-	GH24_e43	GH24	2
NXU88_RS17255	-	-	GT1_e246	GT1	2
NXU88_RS17305	-	-	GT4_e2158	GT4	2
NXV24_RS17695	-	-	GH24_e69	GH24	2
NXV61_RS14225	3.2.1.18:2	-	CBM32_e168	CBM32	2
NXV61_RS24835	-	-	GT2	GT2	2
NXW14_RS07255	-	-	GT2	GT2	2
NXW15_RS05895	-	-	CBM32_e47	CBM32	2
NXW18_RS15320	-	-	GT4_e946	GT4	2
NXW18_RS17370	-	-	GT4_e4001	GT4	2
NXW18_RS19260	-	-	GT4_e1235	GT4	2
NXW42_RS00530	-	-	GH24_e69	GH24	2
NXW86_RS08630	-	-	GT32_e179	GT32	2
NXW86_RS27910	-	-	CBM32_e83	CBM0	2
NXX22_RS00405	-	-	GH24_e43	-	1
NXX22_RS16395	-	-	GT4_e939	GT4	2
NXX31_RS16195	-	-	GT32_e169	-	1
NXX32_RS13540	-	-	GH18_e37	GH18	2
NXX32_RS20900	-	-	GT2	-	1
NXY23_RS10045	-	-	GT4_e2321	GT0	2
NXY36_RS00710	-	-	GH24_e43	-	1
NXY45_RS10330	-	-	CBM32_e212	CBM0	2
NXY45_RS14185	-	-	GT4_e3551	GT4	2
NXY45_RS18950	-	-	GT2	GT2	2
PG790_RS05505	-	-	GH18_e37	GH18	2
PG790_RS10470	-	-	CBM32_e96	CBM32	2
PGW79_RS13325	-	-	GT4_e2842	GT4	2
PGW79_RS13350	-	-	GT4_e779	GT4	2
PGW79_RS13390	-	-	GT4_e939	GT4	2
PGW79_RS15765	-	-	CBM32_e56	CBM32	2
PO033_RS07565	-	-	GT2	GT2	2
PO033_RS10755	-	-	GH18_e50	GH18	2
PO033_RS10875	-	-	GH18_e54	GH18	2
PO033_RS12545	-	-	GT4_e3909	GT4	2
PO033_RS12555	-	-	GT2	GT2	2
PO033_RS13335	-	-	GH18_e64	GH18	2
PO033_RS22215	-	-	GT2	-	1
PO033_RS22240	-	-	GT2	GT2	2
PO033_RS22525	-	-	CE4_e54	-	1
PO033_RS22530	-	-	GT2	GT2	2
PO035_RS15820	-	-	GT4_e939	GT4	2
PO040_RS18265	-	-	GH24_e168	GH24	2
PO060_RS04430	-	-	GT4_e887	GT4	2
PO060_RS08480	-	-	CBM62_e0	CBM62	2
PO065_RS21135	-	-	GT4_e3116	GT4	2
PO065_RS21155	-	-	GT2	-	1
PO065_RS21165	-	-	GT4_e856	GT4	2
PO073_RS09265	-	-	CBM13_e306	-	1
PO078_RS00520	-|-	-	CBM32_e124+CBM32_e210	-	1
PO078_RS16390	-	-	GH36_e23	GH36+3.2.1.22	2
PO078_RS21665	-	-	GT4_e939	GT4	2
PO114_RS02240	-	-	CBM35_e36	CBM35	2
PO114_RS14675	-	-	GT4_e2546	GT4	2
PO115_RS05685	-	-	GH18_e37	GH18	2
PO115_RS10480	-	-	GT2	GT2	2
PO115_RS12925	-	-	CBM32_e147	CBM32	2
PO115_RS14230	-	-	GT4_e1235	GT4	2
PO115_RS15305	-	-	GT4_e1427	GT4	2
PO115_RS15330	-	-	GT2	GT2	2
PO115_RS15340	-	-	GT4_e1438	GT0	2
PO115_RS23680	-	-	GT4_e2551	GT4	2
PO115_RS23695	-	-	GT4_e887	GT4	2
PO116_RS03645	-	-	GT2	GT2	2
PO116_RS04525	-	-	CBM32_e47	CBM32	2
PO116_RS14540	-	-	GH18_e64	GH18	2
PO116_RS18010	-	-	GH24_e69	GH24	2
PO118_RS10200	-	-	GT4_e3650	GT4	2
KQP59_RS00570	-	-	-	CE20	1
KQP59_RS00575	-	-	-	CE20	1
KQP59_RS02245	-	-	-	GH105	1
KQP59_RS02285	-	-	-	CBM50	1
KQP59_RS04210	-	-	-	GH35	1
KQP59_RS06470	-	-	-	GH13	1
KQP59_RS08205	-	-	-	GH5_11	1
KQP59_RS12365	-	-	-	CBM32	1
KQP59_RS12755	-	-	-	GH16	1
KQP59_RS12895	-	-	-	GH117	1
KQP59_RS14585	-	-	-	GH43_3	1
KQP59_RS14645	-	-	-	CBM35	1
KQP59_RS14890	-	-	-	GT4	1
KQP59_RS16145	-	-	-	GT4	1
KQP59_RS16250	-	-	-	GH13_31	1
KQP59_RS16540	-	-	-	GH117	1
KQP59_RS20180	-	-	-	GH23	1
KQP59_RS20505	-	-	-	GH97	1
KQP59_RS21490	-	-	-	GT0	1
KQP59_RS21500	-	-	-	GT2	1
PO115_RS15365	-	-	-	GT2	1
PO033_RS21500	-	-	-	GT4	1
PO033_RS21560	-	-	-	GT9	1
FE838_RS01115	-	-	-	GH23	1
NCZ39_RS15865	-	-	-	GH1	1
PO060_RS05455	-	-	-	GH0	1
I2E52_RS18230	-	-	-	GH105	1
HMPREF9007_RS03470	-	-	-	GT0	1
HMPREF9007_RS03460	-	-	-	GT0	1
HMPREF9007_RS17715	-	-	-	GT0	1
NXX32_RS24250	-	-	-	GT2	1
NXX32_RS24395	-	-	-	GH23	1
NXW82_RS14715	-	-	-	GH16_3	1
NXW86_RS19145	-	-	-	GH23	1
NE600_RS26200	-	-	-	GH95	1
KSZ66_RS14280	-	-	-	GH23	1
NXX43_RS14165	-	-	-	GH23	1
DW011_RS14270	-	-	-	GT2	1
K0G22_RS02380	-	-	-	GH23	1
KQP59_RS01645	-	-	-	GH101	1
EXC89_RS24245	-	-	-	GT4	1
BMZ52_RS11990	-	-	-	GH23	1
KGH32_RS22730	-	-	-	GT2	1
KGH32_RS13510	-	-	-	GT2	1
AMN54_RS26585	-	-	-	GH3+3.2.1.-	1
HMPREF9007_RS14700	-	-	-	GH23	1
HMPREF9007_RS15180	-	-	-	GT2	1
NXX32_RS14015	-	-	-	GH92	1
NXX32_RS23605	-	-	-	GT4	1
PO085_RS11505	-	-	-	GH5_11	1
NXW82_RS06755	-	-	-	GH105	1
J9A17_RS22815	-	-	-	GT0	1
K0G24_RS11430	-	-	-	GH29	1
NXV79_RS16140	-	-	-	GH1	1
FH722_RS08295	-	-	-	GT4	1
FH722_RS08350	-	-	-	GT0	1
KFX45_RS00245	-	-	-	GH117	1
I2E52_RS05940	-	-	-	CBM62	1
L0P38_RS20680	-	-	-	GT4	1
L0P38_RS20700	-	-	-	GT0	1
L0P38_RS20705	-	-	-	GT0	1
NXX32_RS06245	-	-	-	GT2	1
KFX89_RS19200	-	-	-	GT2+GT4	1
K0G84_RS16410	-	-	-	CBM50	1
K0G90_RS14665	-	-	-	GH23	1
EAJ10_RS08555	-	-	-	GH43_1	1
KTR07_RS11875	-	-	-	CBM50	1
KGH46_RS21775	-	-	-	CBM0	1
BJP75_RS08735	-	-	-	GH23	1
K0F21_RS13800	-	-	-	GT2	1
PGU41_RS02450	-	-	-	GT51	1
KQP59_RS24140	-	-	-	GT2	1
DWY18_RS14460	-	-	-	GH0	1
DWY18_RS17755	-	-	-	GT0	1
DWY18_RS21395	-	-	-	GT0	1
I2D73_RS12990	-	-	-	CBM0	1
I2D73_RS12995	-	-	-	CBM0	1
I2D73_RS13000	-	-	-	CBM0	1
I2D73_RS13005	-	-	-	CBM0	1
K0G47_RS19250	-	-	-	CBM0	1
K0G47_RS05305	-	-	-	PL0	1
K0G47_RS06670	-	-	-	GT0	1
PO115_RS08815	-	-	-	GT0	1
I2I37_RS22850	-	-	-	GT0	1
I2D75_RS03585	-	-	-	GT4	1
NXX32_RS21080	-	-	-	GT2	1
NXW82_RS13760	-	-	-	GT4	1
NXW82_RS16640	-	-	-	GT0	1
GPL12_RS20050	-	-	-	GT2	1
K0G90_RS05895	-	-	-	CBM62	1
PG790_RS24070	-	-	-	CBM50	1
G7876_RS11065	-	-	-	GH23	1
PO078_RS00555	-	-	-	GH43_17	1
KFX43_RS01510	-	-	-	GH23	1
GPL09_RS15790	-	-	-	GT4	1
AMN69_RS16030	-	-	-	GH23	1
NXY36_RS16625	-	-	-	GH0	1
HCG98_RS20545	-	-	-	GH23	1
NXW47_RS15705	-	-	-	GT0	1
PO077_RS22900	-	-	-	GH31_3	1
NXW42_RS00095	-	-	-	GH23	1
K0G94_RS08150	-	-	-	GT0	1
KQP59_RS03745	-	-	-	CE8	1
KQP59_RS03815	-	-	-	GT0	1
KQP59_RS04045	-	-	-	GH1	1
KQP59_RS04135	-	-	-	GT2	1
KQP59_RS05785	-	-	-	GH13	1
KQP59_RS05860	-	-	-	GT47	1
KQP59_RS08870	-	-	-	GT4	1
KQP59_RS08945	-	-	-	GH78	1
KQP59_RS09015	-	-	-	GT83	1
KQP59_RS09220	-	-	-	GT2	1
DWY18_RS05815	-	-	-	GH0	1
I2D73_RS11035	-	-	-	GT0	1
I2D73_RS11065	-	-	-	GT0	1
I2D73_RS15990	-	-	-	GT4	1
PO115_RS19050	-	-	-	GH0	1
PO033_RS13330	-	-	-	GH18	1
J9A10_RS00975	-	-	-	CBM32	1
AYT46_RS17970	-	-	-	GH23	1
K0F21_RS23895	-	-	-	GH23	1
K0F21_RS24255	-	-	-	GH28	1
DW780_RS07130	-	-	-	GT4	1
NXX51_RS13880	-	-	-	GH24	1
KQP59_RS23595	-	-	-	GH101	1
KQP59_RS23685	-	-	-	GT2	1
KQP59_RS23700	-	-	-	GT2	1
DWY18_RS01195	-	-	-	GT0	1
DWY18_RS01590	-	-	-	GT0	1
DWY18_RS12155	-	-	-	GT4	1
I2D73_RS04955	-	-	-	GT2	1
NXY45_RS00760	-	-	-	GH88	1
NXY45_RS17880	-	-	-	GT0	1
K0G47_RS07940	-	-	-	GH101	1
PO115_RS09685	-	-	-	CBM0	1
PO033_RS20110	-	-	-	CE12	1
PO033_RS01835	-	-	-	GT0	1
PO033_RS22535	-	-	-	GT2	1
PO033_RS07110	-	-	-	CBM0	1
PO116_RS14530	-	-	-	GH18	1
PO116_RS03690	-	-	-	GT4	1
PO116_RS11555	-	-	-	GH105	1
HRU96_RS18755	-	-	-	GT4	1
AMN54_RS20705	-	-	-	GT1	1
KSY95_RS19885	-	-	-	GT2	1
PO060_RS04365	-	-	-	GT2	1
PO060_RS11645	-	-	-	GH23	1
I2E52_RS04620	-	-	-	GH23	1
K0F31_RS23360	-	-	-	GT4	1
NXU88_RS17260	-	-	-	GT1	1
HMPREF2534_RS01645	-	-	-	CBM50	1
PO059_RS11310	-	-	-	GH23	1
PO113_RS26310	-	-	-	GH3	1
PO113_RS26315	-	-	-	GH3	1
KHP27_RS19420	-	-	-	CBM0	1
K6V27_RS12425	-	-	-	GH28	1
J9A10_RS04295	-	-	-	GT4	1
KQP59_RS11755	-	-	-	GH33	1
KQP59_RS22310	-	-	-	GH28	1
KQP59_RS22480	-	-	-	GT0	1
KQP59_RS24920	-	-	-	GH13_30	1
DWY18_RS04075	-	-	-	CE6	1
DWY18_RS04260	-	-	-	CBM13	1
DWY18_RS06515	-	-	-	GT0	1
DWY18_RS09665	-	-	-	GT4	1
K0G47_RS20310	-	-	-	GT0	1
BSIG_RS19435	-	-	-	GT0	1
I2G92_RS20475	-	-	-	GT4	1
FY431_RS23980	-	-	-	GT0	1
PO073_RS21795	-	-	-	GH23	1
KSZ66_RS08360	-	-	-	GT0	1
KSZ66_RS08400	-	-	-	GT0	1
EAJ10_RS24235	-	-	-	GT2	1
PO065_RS21140	-	-	-	GT0	1
C799_RS16285	-	-	-	GT4	1
NXW07_RS18340	-	-	-	GH101	1
I4W67_RS11610	-	-	-	CBM62	1
FE838_RS20240	-	-	-	GT2	1
HRU96_RS12425	-	-	-	GT4	1
HRU96_RS12445	-	-	-	GT9	1
HRU96_RS12480	-	-	-	GT4	1
KGH32_RS13265	-	-	-	CE0	1
AMN54_RS27110	-	-	-	GH2	1
AMN54_RS27335	-	-	-	GT83	1
AMN54_RS27775	-	-	-	GH55	1
PO078_RS12990	-	-	-	CBM62	1
NXX31_RS26220	-	-	-	GH23	1
NXX31_RS26240	-	-	-	GH24	1
NXX00_RS16185	-	-	-	GT0	1
NXY23_RS06555	-	-	-	GH1	1
KQP72_RS24565	-	-	-	GH97	1
K0G22_RS22835	-	-	-	GT4	1
K0G22_RS22845	-	-	-	GT0	1
K0G22_RS12220	-	-	-	CBM62	1
KQP59_RS02760	-	-	-	GH28	1
KQP59_RS05355	-	-	-	GT4	1
KQP59_RS05525	-	-	-	GH0	1
KQP59_RS07635	-	-	-	GT2	1
KQP59_RS07710	-	-	-	GH35	1
KQP59_RS09560	-	-	-	GH43_3	1
KQP59_RS09775	-	-	-	GT106	1
KQP59_RS12980	-	-	-	GT0	1
KQP59_RS13120	-	-	-	GT4	1
KQP59_RS15130	-	-	-	GH39	1
KQP59_RS17685	-	-	-	GH43_3	1
KQP59_RS17715	-	-	-	CBM67	1
KQP59_RS17790	-	-	-	CBM0	1
KQP59_RS17850	-	-	-	GH2	1
KQP59_RS17855	-	-	-	GH159	1
KQP59_RS17860	-	-	-	GH2	1
KQP59_RS17950	-	-	-	CBM0	1
KQP59_RS19670	-	-	-	GH2	1
KQP59_RS19675	-	-	-	GH2	1
KQP59_RS19720	-	-	-	GH159	1
KQP59_RS19975	-	-	-	CBM0	1
KQP59_RS21720	-	-	-	GH13_11	1
KQP59_RS21850	-	-	-	GT58	1
KQP59_RS23855	-	-	-	GT2	1
KQP59_RS23860	-	-	-	GT2	1
EAJ10_RS07705	-	-	-	GH105	1
PG790_RS05465	-	-	-	GH29	1
PG790_RS05480	-	-	-	GH33	1
PG790_RS05525	-	-	-	CBM6	1
PG790_RS05535	-	-	-	CBM35+CBM47	1
PG790_RS05640	-	-	-	CBM38	1
KFX61_RS14085	-	-	-	GT2	1
PO118_RS10160	-	-	-	GT2	1
PO118_RS10195	-	-	-	GT0	1
PO123_RS06715	-	-	-	GT4	1
PGW79_RS15730	-	-	-	GH2	1
PGW79_RS15760	-	-	-	CBM32	1
PGW79_RS15770	-	-	-	CBM32	1
PGW79_RS22360	-	-	-	CBM35+CBM47	1
AMN69_RS19235	-	-	-	GH115	1
AMN69_RS24525	-	-	-	CBM35	1
NXV61_RS14250	-	-	-	CBM62	1
NXV61_RS24895	-	-	-	GT0	1
KQP59_RS03290	-	-	-	GT2	1
KQP59_RS03480	-	-	-	GT30	1
KQP59_RS08295	-	-	-	GT2	1
KQP59_RS08720	-	-	-	GH28	1
KQP59_RS10745	-	-	-	GH23	1
KQP59_RS10990	-	-	-	GT2	1
KQP59_RS11055	-	-	-	GT4	1
KQP59_RS13525	-	-	-	GH38	1
KQP59_RS13545	-	-	-	GH1	1
KQP59_RS15860	-	-	-	GH2	1
KQP59_RS16000	-	-	-	GH29	1
KQP59_RS17125	-	-	-	GH105	1
KQP59_RS17255	-	-	-	GT32	1
KQP59_RS17360	-	-	-	GT2	1
KQP59_RS23210	-	-	-	GH0	1
